QuestionId_Answer,QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,QuestionText,Answer,AnswerText,Correct,CorrectAnswer,CorrectAnswerText,FirstSubjectId,FirstSubjectName,SecondSubjectId,SecondSubjectName,ThirdSubjectId,ThirdSubjectName,MisconceptionId
33_A,33,1560,Given a situation sketch an appropriate real life graph,58,Real Life Graphs,"Water is poured into a glass at a constant rate.

This graph shows how the depth \( (d) \) of water in a glass changes over time \( (t) \).

Which of the following glasses is this most likely to be the graph of? ![A depth-time graph which is a curve starting at (0, 0), with a steep gradient to begin with but then the gradient decreases and the graph levels off to almost horizontal.]()",A,![A cylinder sitting on one of its circular faces.](),0,D,"![A shape that looks like a beaker. It has a circular base, with sloped edges up to a larger circular face at the top.]()",49,Algebra,158,Other Graphs,58,Real Life Graphs,218.0
33_C,33,1560,Given a situation sketch an appropriate real life graph,58,Real Life Graphs,"Water is poured into a glass at a constant rate.

This graph shows how the depth \( (d) \) of water in a glass changes over time \( (t) \).

Which of the following glasses is this most likely to be the graph of? ![A depth-time graph which is a curve starting at (0, 0), with a steep gradient to begin with but then the gradient decreases and the graph levels off to almost horizontal.]()",C,![A narrow cylinder with a wide cylinder on top.](),0,D,"![A shape that looks like a beaker. It has a circular base, with sloped edges up to a larger circular face at the top.]()",49,Algebra,158,Other Graphs,58,Real Life Graphs,961.0
34_A,34,52,Find another power of 10 less than a given number,202,Place Value,"What number is \( 10,000 \) less than \( 901,426 \) ?",A,"\( 801,426 \)",0,C,"\( 891,426 \)",32,Number,144,Basic Arithmetic,202,Place Value,2264.0
34_B,34,52,Find another power of 10 less than a given number,202,Place Value,"What number is \( 10,000 \) less than \( 901,426 \) ?",B,"\( 911,426 \)",0,C,"\( 891,426 \)",32,Number,144,Basic Arithmetic,202,Place Value,1773.0
34_D,34,52,Find another power of 10 less than a given number,202,Place Value,"What number is \( 10,000 \) less than \( 901,426 \) ?",D,\( 90.1426 \),0,C,"\( 891,426 \)",32,Number,144,Basic Arithmetic,202,Place Value,228.0
35_B,35,380,Convert decimals less than 1 with 1 decimal place to percentages,239,Converting between Decimals and Percentages,"Convert this decimal to a percentage
\[
0.6
\]",B,\( 6 \% \),0,A,\( 60 \% \),32,Number,38,"Fractions, Decimals and Percentage Equivalence",239,Converting between Decimals and Percentages,61.0
35_C,35,380,Convert decimals less than 1 with 1 decimal place to percentages,239,Converting between Decimals and Percentages,"Convert this decimal to a percentage
\[
0.6
\]",C,\( 0.6 \% \),0,A,\( 60 \% \),32,Number,38,"Fractions, Decimals and Percentage Equivalence",239,Converting between Decimals and Percentages,1965.0
35_D,35,380,Convert decimals less than 1 with 1 decimal place to percentages,239,Converting between Decimals and Percentages,"Convert this decimal to a percentage
\[
0.6
\]",D,\( 0.006 \% \),0,A,\( 60 \% \),32,Number,38,"Fractions, Decimals and Percentage Equivalence",239,Converting between Decimals and Percentages,1973.0
36_A,36,1273,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable,251,Simplifying Expressions by Collecting Like Terms,"Simplify the following by collecting like terms.
\[
d+d+d+d
\]",A,\( 4 \times d \),0,C,\( 4 d \),49,Algebra,62,Writing and Simplifying Expressions,251,Simplifying Expressions by Collecting Like Terms,1680.0
36_B,36,1273,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable,251,Simplifying Expressions by Collecting Like Terms,"Simplify the following by collecting like terms.
\[
d+d+d+d
\]",B,\( d 4 \),0,C,\( 4 d \),49,Algebra,62,Writing and Simplifying Expressions,251,Simplifying Expressions by Collecting Like Terms,267.0
36_D,36,1273,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable,251,Simplifying Expressions by Collecting Like Terms,"Simplify the following by collecting like terms.
\[
d+d+d+d
\]",D,\( d^{4} \),0,C,\( 4 d \),49,Algebra,62,Writing and Simplifying Expressions,251,Simplifying Expressions by Collecting Like Terms,1644.0
37_A,37,410,Simplify fractions that simplify to a unit fraction,227,Simplifying Fractions,"Write this fraction as simply as possible:
\(
\frac{9}{12}
\)",A,\( \frac{3}{6} \),0,C,\( \frac{3}{4} \),32,Number,39,Fractions,227,Simplifying Fractions,848.0
37_D,37,410,Simplify fractions that simplify to a unit fraction,227,Simplifying Fractions,"Write this fraction as simply as possible:
\(
\frac{9}{12}
\)",D,\( \frac{9}{12} \),0,C,\( \frac{3}{4} \),32,Number,39,Fractions,227,Simplifying Fractions,2021.0
38_B,38,1616,Add algebraic fractions where one denominator is a multiple of the other,1078,Adding and Subtracting Algebraic Fractions,"Write this as a single fraction as simply as possible:
\(
\frac{3}{2 x}+\frac{4}{x}
\)",B,\( \frac{7}{3 x} \),0,A,\( \frac{11}{2 x} \),49,Algebra,255,Algebraic Fractions,1078,Adding and Subtracting Algebraic Fractions,217.0
38_D,38,1616,Add algebraic fractions where one denominator is a multiple of the other,1078,Adding and Subtracting Algebraic Fractions,"Write this as a single fraction as simply as possible:
\(
\frac{3}{2 x}+\frac{4}{x}
\)",D,\( \frac{7}{2 x} \),0,A,\( \frac{11}{2 x} \),49,Algebra,255,Algebraic Fractions,1078,Adding and Subtracting Algebraic Fractions,2234.0
39_A,39,3115,Carry out a subtraction problem with positive integers where the answer is less than 0,202,Place Value,\( 598-1000= \),A,\( 402 \),0,B,\( -402 \),32,Number,144,Basic Arithmetic,202,Place Value,1958.0
39_C,39,3115,Carry out a subtraction problem with positive integers where the answer is less than 0,202,Place Value,\( 598-1000= \),C,\( -412 \),0,B,\( -402 \),32,Number,144,Basic Arithmetic,202,Place Value,699.0
39_D,39,3115,Carry out a subtraction problem with positive integers where the answer is less than 0,202,Place Value,\( 598-1000= \),D,This problem cannot be solved,0,B,\( -402 \),32,Number,144,Basic Arithmetic,202,Place Value,959.0
40_A,40,1561,Read values off a real life graph,58,Real Life Graphs,"Lethna pays at one rate for the first \( 100 \) units of electricity she uses. She pays at a different rate for all the other units of electricity she uses.

How much must she pay for using a total of \( 1000 \) units of electricity? ![A graph showing how the cost changes for different numbers of units. The first 100 units cost £0.25 per unit. Then the rate changes to £0.10 per unit.]()",A,\( £ 130 \),0,C,\( £ 115 \),49,Algebra,158,Other Graphs,58,Real Life Graphs,1582.0
41_B,41,3225,Write a missing term of an ascending integer linear sequence,171,Linear Sequences (nth term),"The \( 1^{\text {st }} \) term in a linear sequence is \( 7 \).

The \( 4^{\text {th }} \) term of the sequence is \( 25 \).

What is the \( 8^{\text {th }} \) term of the sequence?",B,\( 50 \),0,A,\( 49 \),49,Algebra,61,Sequences,171,Linear Sequences (nth term),2386.0
41_D,41,3225,Write a missing term of an ascending integer linear sequence,171,Linear Sequences (nth term),"The \( 1^{\text {st }} \) term in a linear sequence is \( 7 \).

The \( 4^{\text {th }} \) term of the sequence is \( 25 \).

What is the \( 8^{\text {th }} \) term of the sequence?",D,\( 56 \),0,A,\( 49 \),49,Algebra,61,Sequences,171,Linear Sequences (nth term),2252.0
42_A,42,953,"Given a gradient, state the gradient of a line parallel to it",262,Parallel Lines,"A line has a gradient of \( 5 \)

A line parallel to this line would have a gradient of...",A,\( -5 \),0,C,\( 5 \),49,Algebra,54,Straight Line Graphs,262,Parallel Lines,182.0
42_B,42,953,"Given a gradient, state the gradient of a line parallel to it",262,Parallel Lines,"A line has a gradient of \( 5 \)

A line parallel to this line would have a gradient of...",B,\( -\frac{1}{5} \),0,C,\( 5 \),49,Algebra,54,Straight Line Graphs,262,Parallel Lines,1461.0
42_D,42,953,"Given a gradient, state the gradient of a line parallel to it",262,Parallel Lines,"A line has a gradient of \( 5 \)

A line parallel to this line would have a gradient of...",D,Not enough information,0,C,\( 5 \),49,Algebra,54,Straight Line Graphs,262,Parallel Lines,630.0
43_A,43,446,Divide proper fractions in the form: Fraction ÷ Integer,232,Dividing Fractions,Calculate: \( \frac{4}{8} \div 2 \),A,\( \frac{2}{4} \),0,B,\( \frac{2}{8} \),32,Number,39,Fractions,232,Dividing Fractions,381.0
43_D,43,446,Divide proper fractions in the form: Fraction ÷ Integer,232,Dividing Fractions,Calculate: \( \frac{4}{8} \div 2 \),D,\( \frac{4}{4} \),0,B,\( \frac{2}{8} \),32,Number,39,Fractions,232,Dividing Fractions,1156.0
44_A,44,2440,Identify a right-angled triangle when presented non-conventionally,175,Properties of Triangles,"\( A B C D \) is a rectangle.
What type of triangle is triangle \( \mathrm{BCD} \) ? ![Rectangle ABCD with the diagonal shown using a red dotted line]()",A,Scalene,0,C,Right-angled,71,Geometry and Measure,174,2D Names and Properties of Shapes,175,Properties of Triangles,646.0
44_B,44,2440,Identify a right-angled triangle when presented non-conventionally,175,Properties of Triangles,"\( A B C D \) is a rectangle.
What type of triangle is triangle \( \mathrm{BCD} \) ? ![Rectangle ABCD with the diagonal shown using a red dotted line]()",B,Isosceles,0,C,Right-angled,71,Geometry and Measure,174,2D Names and Properties of Shapes,175,Properties of Triangles,1970.0
44_D,44,2440,Identify a right-angled triangle when presented non-conventionally,175,Properties of Triangles,"\( A B C D \) is a rectangle.
What type of triangle is triangle \( \mathrm{BCD} \) ? ![Rectangle ABCD with the diagonal shown using a red dotted line]()",D,Equilateral,0,C,Right-angled,71,Geometry and Measure,174,2D Names and Properties of Shapes,175,Properties of Triangles,1970.0
45_A,45,3176,"For a given algebraic input, find the output of a function machine",649,Function Machines,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""5a + 2"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",A,\( 10 a+2 \),0,D,\( 10 a+4 \),49,Algebra,154,Solving Equations,649,Function Machines,220.0
45_B,45,3176,"For a given algebraic input, find the output of a function machine",649,Function Machines,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""5a + 2"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",B,\( 5 a+4 \),0,D,\( 10 a+4 \),49,Algebra,154,Solving Equations,649,Function Machines,1911.0
45_C,45,3176,"For a given algebraic input, find the output of a function machine",649,Function Machines,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""5a + 2"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",C,\( 7 a+4 \),0,D,\( 10 a+4 \),49,Algebra,154,Solving Equations,649,Function Machines,2085.0
46_A,46,3190,Represent an equation using a bar model,70,Writing Expressions,"![Tom and Katie are discussing bar models.]() Tom says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline \( 2 \) & \( x \) \\
\hline
\end{tabular} Katie says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline\( x \) & \( x \) \\
\hline
\end{tabular} Who do you agree with?",A,Only Tom,0,B,Only Katie,49,Algebra,62,Writing and Simplifying Expressions,70,Writing Expressions,31.0
46_C,46,3190,Represent an equation using a bar model,70,Writing Expressions,"![Tom and Katie are discussing bar models.]() Tom says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline \( 2 \) & \( x \) \\
\hline
\end{tabular} Katie says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline\( x \) & \( x \) \\
\hline
\end{tabular} Who do you agree with?",C,Both Tom and Katie,0,B,Only Katie,49,Algebra,62,Writing and Simplifying Expressions,70,Writing Expressions,31.0
46_D,46,3190,Represent an equation using a bar model,70,Writing Expressions,"![Tom and Katie are discussing bar models.]() Tom says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline \( 2 \) & \( x \) \\
\hline
\end{tabular} Katie says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline\( x \) & \( x \) \\
\hline
\end{tabular} Who do you agree with?",D,Neither is correct,0,B,Only Katie,49,Algebra,62,Writing and Simplifying Expressions,70,Writing Expressions,31.0
47_A,47,403,"Calculate the whole amount, given a fraction of the amount",225,Fractions of an Amount,"What should replace the star?
\(
\frac{1}{3} \text { of } \color{yellow}\bigstar\)\(=27
\)",A,\( 61 \),0,C,\( 81 \),32,Number,39,Fractions,225,Fractions of an Amount,1403.0
47_B,47,403,"Calculate the whole amount, given a fraction of the amount",225,Fractions of an Amount,"What should replace the star?
\(
\frac{1}{3} \text { of } \color{yellow}\bigstar\)\(=27
\)",B,\( 9 \),0,C,\( 81 \),32,Number,39,Fractions,225,Fractions of an Amount,2271.0
48_A,48,3516,Determine the input of a double function machine used to create an algebraic expression,649,Function Machines,input \(\Rightarrow-3 \Rightarrow \times 3 \Rightarrow 9a-21 \) What is the input of this function machine?,A,\( 3 a-18 \),0,B,\( 3 a-4 \),49,Algebra,154,Solving Equations,649,Function Machines,617.0
48_C,48,3516,Determine the input of a double function machine used to create an algebraic expression,649,Function Machines,input \(\Rightarrow-3 \Rightarrow \times 3 \Rightarrow 9a-21 \) What is the input of this function machine?,C,\( 3 a-21 \),0,B,\( 3 a-4 \),49,Algebra,154,Solving Equations,649,Function Machines,657.0
48_D,48,3516,Determine the input of a double function machine used to create an algebraic expression,649,Function Machines,input \(\Rightarrow-3 \Rightarrow \times 3 \Rightarrow 9a-21 \) What is the input of this function machine?,D,\( 3 a-7 \),0,B,\( 3 a-4 \),49,Algebra,154,Solving Equations,649,Function Machines,657.0
49_A,49,2238,Convert from years to days,209,Time,\( 2 \) leap years \( =\square \) days,A,\( 728 \),0,D,\( 732 \),71,Geometry and Measure,98,Units of Measurement,209,Time,1322.0
49_B,49,2238,Convert from years to days,209,Time,\( 2 \) leap years \( =\square \) days,B,\( 730 \),0,D,\( 732 \),71,Geometry and Measure,98,Units of Measurement,209,Time,1322.0
50_B,50,316,Divide decimals by 1000,202,Place Value,"What is the value of:
\[
23.04 \div 1000
\]",B,\( 0.2304 \),0,A,\( 0.02304 \),32,Number,144,Basic Arithmetic,202,Place Value,944.0
50_C,50,316,Divide decimals by 1000,202,Place Value,"What is the value of:
\[
23.04 \div 1000
\]",C,\( 0.0002304 \),0,A,\( 0.02304 \),32,Number,144,Basic Arithmetic,202,Place Value,544.0
